size_sqmeters,decorated,no_rooms,price,type_of_building,market,district,floor_no,line_distance,price_per_sqmet
25,Unknown,1,260 000,OTHER,wtórny,Praga_Północ,9,3.6846123489,10400
62,Nie,3,470 000,BLOK,wtórny,Praga_Południe,9,6.4898804193,7580.6451613
33,Tak,1,297 000,BLOK,wtórny,Praga_Południe,3,5.3737817851,9000
55,Nie,3,695 000,BLOK,wtórny,Śródmieście,4,0.3854994007,12636.363636
34,Tak,1,333 000,BLOK,wtórny,Praga_Południe,5,7.1464554897,9794.1176471
34,Unknown,2,256 000,BLOK,pierwotny,Białołęka,0,10.662287183,7529.4117647
72,Tak,3,563 000,BLOK,wtórny,Praga_Południe,2,5.9924175548,7819.4444444
40,Unknown,2,425 000,OTHER,wtórny,Mokotów,4,3.9887242213,10625
19,Unknown,1,204 000,BLOK,pierwotny,Śródmieście,11,3.1470646583,10736.842105
63,Nie,3,439 000,BLOK,wtórny,Białołęka,3,11.856547849,6968.2539683
45,Unknown,3,699 000,KAMIENICA,wtórny,Śródmieście,3,2.4683166627,15533.333333
26,Unknown,1,326 000,OTHER,wtórny,Śródmieście,8,1.5428886628,12538.461538
69,Unknown,3,799 000,APARTAMENTOWIEC,wtórny,Bielany,0,6.7425595096,11579.710145
56,Unknown,3,588 000,BLOK,wtórny,Praga_Północ,2,3.5421418795,10500
86,Tak,3,790 000,BLOK,wtórny,Śródmieście,1,9.1655879819,9186.0465116
38,Unknown,2,320 000,BLOK,pierwotny,Wola,,3.1470646583,8421.0526316
38,Unknown,2,320 000,BLOK,pierwotny,Śródmieście,,3.1470646583,8421.0526316
32,Unknown,1,297 000,BLOK,pierwotny,Wola,,3.1470646583,9281.25
32,Unknown,1,297 000,OTHER,pierwotny,Śródmieście,,3.1470646583,9281.25
43,Unknown,2,479 000,OTHER,pierwotny,Wola,,3.1470646583,11139.534884
107,Tak,4,1 583 600,APARTAMENTOWIEC,wtórny,Wilanów,3,0.5043869859,14800
28,Unknown,1,330 000,OTHER,pierwotny,Wola,,3.1470646583,11785.714286
41,Nie,2,410 000,KAMIENICA,wtórny,Wola,1,2.5610655931,10000
68,Unknown,3,550 000,BLOK,wtórny,Praga_Północ,2,4.0259328568,8088.2352941
87,Unknown,4,670 000,BLOK,wtórny,Praga_Północ,9,11.157283817,7701.1494253
45,Unknown,2,339 000,OTHER,wtórny,Białołęka,0,13.604761873,7533.3333333
47,Tak,2,459 000,KAMIENICA,wtórny,Praga_Południe,4,5.4269300904,9765.9574468
65,Tak,5,595 000,BLOK,wtórny,Bemowo,4,6.5575652677,9153.8461538
73,Nie,6,510 000,BLOK,wtórny,Praga_Południe,6,6.2861693108,6986.3013699
60,Unknown,2,420 000,BLOK,wtórny,Włochy,2,5.6561381773,7000
137,Tak,3,1 150 000,BLOK,wtórny,Praga_Południe,3,5.9496304546,8394.1605839
53,Tak,1,630 000,BLOK,wtórny,Ursynów,2,10.743094755,11886.792453
75,Tak,4,525 000,BLOK,wtórny,Białołęka,1,10.478173655,7000
49,Tak,2,675 000,BLOK,wtórny,Wilanów,3,11.223826273,13775.510204
47,Tak,2,580 000,APARTAMENTOWIEC,wtórny,Wilanów,2,9.3042198153,12340.425532
46,Tak,2,350 000,BLOK,pierwotny,Ursus,5,10.523769377,7608.6956522
93,Unknown,4,829 000,BLOK,wtórny,Mokotów,9,2.9167235467,8913.9784946
48,Tak,2,480 000,BLOK,wtórny,Praga_Południe,4,5.1959717861,10000
80,Tak,3,1 115 000,APARTAMENTOWIEC,wtórny,Żoliborz,6,3.6242323351,13937.5
78,Unknown,3,685 560,BLOK,wtórny,Praga_Południe,2,6.9884902481,8789.2307692
44,Nie,2,429 000,APARTAMENTOWIEC,wtórny,Ursynów,4,8.0420262731,9750
51,Unknown,2,625 000,OTHER,wtórny,Śródmieście,3,2.1647430394,12254.901961
37,Tak,2,431 000,BLOK,wtórny,Mokotów,1,4.6751397809,11648.648649
43,Unknown,2,489 000,BLOK,wtórny,Wola,1,3.080004437,11372.093023
64,Unknown,3,490 000,BLOK,wtórny,Praga_Południe,3,5.5222900455,7656.25
66,Tak,3,562 000,BLOK,wtórny,Bemowo,3,7.1251992598,8515.1515152
67,Tak,3,625 000,APARTAMENTOWIEC,wtórny,Praga_Południe,2,7.3220966041,9328.358209
80,Tak,4,799 000,BLOK,wtórny,Ursynów,3,11.380642871,9987.5
47,Unknown,3,410 000,BLOK,wtórny,Targówek,5,6.9629794175,8723.4042553
65,Unknown,2,795 000,OTHER,wtórny,Ochota,11,1.8234306679,12230.769231
48,Tak,2,670 000,BLOK,wtórny,Śródmieście,9,0.5684433005,13958.333333
57,Tak,5,599 999,BLOK,wtórny,Bielany,10,7.3396101644,10526.298246
52,Tak,3,555 000,KAMIENICA,wtórny,Mokotów,0,3.7398726107,10673.076923
50,Nie,2,499 500,APARTAMENTOWIEC,pierwotny,Mokotów,1,5.035733082,9990
54,Tak,3,655 000,BLOK,pierwotny,Bemowo,3,6.3973427942,12129.62963
46,Tak,3,465 000,BLOK,wtórny,Mokotów,0,6.0697591644,10108.695652
78,Unknown,3,595 000,OTHER,wtórny,Ursus,2,8.8529246675,7628.2051282
40,Tak,2,519 000,KAMIENICA,wtórny,Mokotów,2,4.2581569152,12975
74,Tak,3,945 000,APARTAMENTOWIEC,wtórny,Mokotów,1,7.3146626636,12770.27027
51,Unknown,2,673 000,KAMIENICA,pierwotny,Śródmieście,2,2.4581349823,13196.078431
51,Unknown,2,685 200,KAMIENICA,pierwotny,Śródmieście,4,2.4581349823,13435.294118
63,Nie,4,425 000,BLOK,wtórny,Targówek,2,6.9141214839,6746.031746
54,Tak,2,529 000,BLOK,wtórny,Praga_Północ,2,4.304746198,9796.2962963
75,Tak,3,796 000,KAMIENICA,wtórny,Mokotów,4,3.2770380041,10613.333333
66,Tak,3,710 000,APARTAMENTOWIEC,pierwotny,Wola,5,4.7736502939,10757.575758
116,Tak,4,1 650 000,APARTAMENTOWIEC,wtórny,Mokotów,7,4.6420058917,14224.137931
44,Nie,2,449 000,KAMIENICA,wtórny,Mokotów,2,6.8114066575,10204.545455
79,Tak,3,875 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.963711429,11075.949367
84,Tak,4,650 000,BLOK,wtórny,Praga_Południe,4,5.5588817133,7738.0952381
96,Tak,3,1 740 000,APARTAMENTOWIEC,wtórny,Mokotów,3,5.1047813408,18125
34,Tak,1,319 000,BLOK,wtórny,Białołęka,2,12.494007567,9382.3529412
128,Tak,6,975 000,BLOK,wtórny,Targówek,5,7.2161560609,7617.1875
48,Nie,2,792 000,APARTAMENTOWIEC,pierwotny,Śródmieście,6,1.1936228646,16500
35,Unknown,1,475 000,KAMIENICA,wtórny,Mokotów,2,3.8667556421,13571.428571
62,Tak,2,650 000,BLOK,wtórny,Praga_Południe,3,4.9948152665,10483.870968
84,Tak,4,798 000,OTHER,wtórny,Wola,2,4.1583328939,9500
46,Unknown,2,550 000,OTHER,wtórny,Mokotów,2,2.8900507418,11956.521739
94,Tak,3,1 400 000,APARTAMENTOWIEC,wtórny,Mokotów,1,6.3681591297,14893.617021
50,Tak,2,325 000,BLOK,wtórny,Białołęka,2,14.569993917,6500
37,Tak,2,500 000,APARTAMENTOWIEC,wtórny,Wola,8,3.2090392067,13513.513514
56,Nie,2,477 000,BLOK,wtórny,Ursynów,9,10.48020204,8517.8571429
52,Nie,2,549 000,KAMIENICA,wtórny,Mokotów,0,3.8670210778,10557.692308
30,Nie,1,305 000,BLOK,wtórny,Wilanów,10,11.290492227,10166.666667
42,Nie,2,361 590,APARTAMENTOWIEC,pierwotny,Praga_Południe,1,8.2080814457,8609.2857143
37,Unknown,2,356 000,OTHER,wtórny,Bielany,11,8.5187938579,9621.6216216
59,Nie,3,488 310,APARTAMENTOWIEC,pierwotny,Praga_Południe,2,8.2080814457,8276.440678
38,Unknown,2,525 000,OTHER,wtórny,Mokotów,,2.7386409763,13815.789474
41,Nie,2,489 000,APARTAMENTOWIEC,pierwotny,Żoliborz,2,3.9980748437,11926.829268
48,Nie,3,559 000,BLOK,wtórny,Mokotów,1,2.4070679687,11645.833333
70,Tak,2,825 000,APARTAMENTOWIEC,wtórny,Śródmieście,,3.7109013086,11785.714286
50,Tak,2,566 000,KAMIENICA,wtórny,Mokotów,3,3.8771815694,11320
100,Unknown,4,1 385 000,APARTAMENTOWIEC,wtórny,Wilanów,0,9.4270809372,13850
66,Unknown,2,780 000,OTHER,wtórny,Mokotów,4,5.908411238,11818.181818
61,Unknown,3,445 000,BLOK,wtórny,Bemowo,8,6.4101034544,7295.0819672
39,Unknown,2,445 000,BLOK,wtórny,Ochota,5,3.3249263924,11410.25641
54,Nie,3,434 500,BLOK,wtórny,Targówek,2,5.9610535498,8046.2962963
29,Unknown,1,270 000,BLOK,wtórny,Białołęka,0,10.755901293,9310.3448276
68,Unknown,3,525 000,OTHER,wtórny,Praga_Południe,2,6.9452603837,7720.5882353
120,Tak,5,650 000,OTHER,pierwotny,Wawer,1,12.561072918,5416.6666667
56,Nie,2,522 836,BLOK,pierwotny,Bielany,1,7.1468435795,9336.3571429
40,Unknown,2,359 000,BLOK,wtórny,,3,5.9316108291,8975
37,Unknown,2,369 000,OTHER,wtórny,Praga_Północ,6,4.4954169059,9972.972973
62,Unknown,2,560 000,BLOK,wtórny,Targówek,1,6.9630581656,9032.2580645
57,Unknown,2,485 750,BLOK,wtórny,Białołęka,4,10.755901293,8521.9298246
65,Unknown,3,850 000,OTHER,wtórny,Śródmieście,2,1.4638115413,13076.923077
58,Tak,3,540 000,BLOK,wtórny,Śródmieście,8,0.5747801502,9310.3448276
67,Nie,3,560 000,BLOK,wtórny,Mokotów,10,6.1304238843,8358.2089552
92,Unknown,4,1 005 000,BLOK,wtórny,Bielany,1,8.5189298798,10923.913043
31,Nie,1,370 000,KAMIENICA,wtórny,Mokotów,3,3.9794762151,11935.483871
44,Unknown,2,440 000,APARTAMENTOWIEC,pierwotny,Wola,2,4.5368688922,10000
67,Tak,3,755 000,APARTAMENTOWIEC,wtórny,Włochy,3,6.9900748229,11268.656716
73,Tak,4,690 000,BLOK,wtórny,Bielany,1,7.1315037848,9452.0547945
60,Tak,3,625 000,APARTAMENTOWIEC,wtórny,Praga_Południe,10,6.9896000389,10416.666667
49,Unknown,2,581 000,KAMIENICA,wtórny,Mokotów,1,4.0370448122,11857.142857
55,Nie,3,309 280,BLOK,pierwotny,Białołęka,1,11.29542377,5623.2727273
52,Nie,2,510 000,KAMIENICA,wtórny,Bielany,3,7.3022292139,9807.6923077
102,Tak,3,979 000,BLOK,wtórny,Wilanów,1,9.4270809372,9598.0392157
35,Unknown,2,98 800,BLOK,wtórny,Białołęka,2,11.855914481,2822.8571429
100,Unknown,3,786 000,OTHER,wtórny,Ursynów,,11.277849928,7860
72,Nie,4,660 000,BLOK,wtórny,Ursynów,4,8.1930417913,9166.6666667
40,Unknown,2,470 000,KAMIENICA,wtórny,Ochota,1,2.5812494299,11750
101,Tak,4,1 143 000,APARTAMENTOWIEC,wtórny,Śródmieście,7,2.3914879893,11316.831683
35,Nie,1,387 365,BLOK,pierwotny,Mokotów,4,3.8898860331,11067.571429
78,Unknown,4,800 000,APARTAMENTOWIEC,wtórny,Wola,1,2.9380776107,10256.410256
26,Unknown,1,379 000,OTHER,wtórny,Wola,8,1.9169512167,14576.923077
65,Tak,4,669 999,BLOK,wtórny,Żoliborz,4,4.4549911094,10307.676923
31,Nie,2,349 000,BLOK,wtórny,Mokotów,7,6.2628764825,11258.064516
60,Nie,3,459 765,APARTAMENTOWIEC,pierwotny,Wawer,1,9.1450307688,7662.75
34,Unknown,2,365 800,OTHER,wtórny,Ochota,3,2.002728044,10758.823529
31,Nie,2,349 000,BLOK,wtórny,Mokotów,6,6.2628764825,11258.064516
84,Nie,4,670 000,BLOK,pierwotny,Praga_Południe,3,5.6218879904,7976.1904762
92,Unknown,3,1 240 000,APARTAMENTOWIEC,wtórny,Praga_Południe,1,5.558911713,13478.26087
87,Tak,3,760 000,BLOK,wtórny,Bemowo,2,5.592197721,8735.6321839
27,Unknown,1,280 000,BLOK,wtórny,Bielany,7,7.1900312176,10370.37037
49,Tak,3,419 990,BLOK,wtórny,Ursus,2,8.1929000318,8571.2244898
58,Tak,3,445 000,BLOK,wtórny,Targówek,9,7.0307588194,7672.4137931
21,Tak,1,264 990,OTHER,wtórny,Ursus,0,8.8529246675,12618.571429
36,Unknown,2,287 000,OTHER,wtórny,Praga_Południe,4,6.3641146976,7972.2222222
65,Unknown,3,1 099 000,OTHER,wtórny,Wola,11,2.404382769,16907.692308
111,Tak,5,790 017,OTHER,pierwotny,Ochota,0,3.7330131018,7117.2702703
46,Nie,3,445 000,BLOK,wtórny,Ochota,7,3.0852386293,9673.9130435
71,Unknown,3,867 000,BLOK,wtórny,Żoliborz,3,4.3652227993,12211.267606
37,Tak,2,377 000,BLOK,wtórny,Bielany,1,8.6345674948,10189.189189
30,Tak,1,279 000,BLOK,wtórny,Targówek,0,7.6081697153,9300
135,Tak,3,2 300 000,KAMIENICA,wtórny,Śródmieście,2,1.0203187983,17037.037037
45,Tak,2,580 000,BLOK,wtórny,Mokotów,2,6.9455514011,12888.888889
54,Tak,2,525 000,KAMIENICA,wtórny,Praga_Południe,3,6.8621100177,9722.2222222
52,Tak,2,471 060,BLOK,wtórny,Ursus,3,8.967265924,9058.8461538
43,Tak,2,749 000,KAMIENICA,wtórny,Śródmieście,3,2.0392000115,17418.604651
60,Nie,3,483 000,BLOK,wtórny,Praga_Południe,0,5.8448279311,8050
45,Tak,2,395 000,BLOK,wtórny,Targówek,0,5.6590498792,8777.7777778
40,Unknown,2,366 000,BLOK,wtórny,Targówek,1,6.3191852554,9150
24,Tak,1,279 000,BLOK,wtórny,Bielany,0,7.6316017976,11625
47,Unknown,2,479 000,BLOK,wtórny,Bemowo,7,6.4101375065,10191.489362
76,Nie,4,589 960,APARTAMENTOWIEC,pierwotny,Ursus,1,10.36183704,7762.6315789
54,Nie,2,749 000,KAMIENICA,wtórny,Śródmieście,3,0.8285152971,13870.37037
33,Tak,2,660 000,APARTAMENTOWIEC,wtórny,Mokotów,0,4.3074420496,20000
49,Tak,2,479 000,BLOK,wtórny,Praga_Południe,5,5.3764821701,9775.5102041
55,Nie,3,325 000,BLOK,pierwotny,Białołęka,2,10.871082316,5909.0909091
69,Nie,3,975 100,KAMIENICA,wtórny,Praga_Północ,5,2.8043577722,14131.884058
42,Unknown,2,405 000,BLOK,wtórny,Żoliborz,4,4.4988959754,9642.8571429
62,Tak,3,540 000,BLOK,wtórny,Bemowo,0,6.1817465605,8709.6774194
61,Tak,3,570 000,BLOK,wtórny,Praga_Północ,8,3.8385322186,9344.2622951
42,Tak,2,467 500,BLOK,wtórny,Ursynów,3,9.1871694884,11130.952381
121,Nie,5,1 949 600,KAMIENICA,wtórny,Praga_Północ,5,2.8043577722,16112.396694
104,Nie,4,842 805,APARTAMENTOWIEC,pierwotny,Bemowo,1,6.8292202158,8103.8942308
68,Tak,3,969 000,APARTAMENTOWIEC,wtórny,Śródmieście,6,0.5043869859,14250
62,Tak,3,470 000,BLOK,wtórny,Bemowo,2,6.0877195923,7580.6451613
30,Unknown,2,300 000,BLOK,wtórny,Praga_Północ,5,4.4617242958,10000
100,Tak,4,659 000,APARTAMENTOWIEC,wtórny,Wilanów,2,10.274920929,6590
36,Nie,1,380 000,BLOK,wtórny,Mokotów,4,4.4089543427,10555.555556
66,Unknown,4,569 000,APARTAMENTOWIEC,wtórny,Mokotów,2,6.2619159179,8621.2121212
94,Nie,3,1 365 195,APARTAMENTOWIEC,pierwotny,Mokotów,1,3.8898860331,14523.351064
58,Tak,3,450 000,BLOK,wtórny,Białołęka,1,10.139311248,7758.6206897
126,Tak,4,1 350 000,KAMIENICA,wtórny,Wola,4,0.7862668684,10714.285714
113,Nie,3,2 050 000,APARTAMENTOWIEC,pierwotny,Śródmieście,6,1.0203187983,18141.59292
80,Tak,4,880 000,KAMIENICA,wtórny,Śródmieście,3,0.8792007817,11000
102,Tak,4,1 380 000,APARTAMENTOWIEC,wtórny,Mokotów,2,6.2619159179,13529.411765
32,Tak,2,395 000,BLOK,wtórny,Mokotów,7,5.458656027,12343.75
36,Unknown,1,464 000,APARTAMENTOWIEC,pierwotny,Ochota,4,4.3174361263,12888.888889
38,Nie,1,366 222,BLOK,pierwotny,Praga_Północ,1,3.8199525099,9637.4210526
56,Tak,3,495 000,BLOK,wtórny,Bielany,2,6.0550641769,8839.2857143
42,Nie,1,530 250,APARTAMENTOWIEC,pierwotny,Mokotów,1,3.8898860331,12625
39,Unknown,2,399 000,OTHER,wtórny,Praga_Północ,1,3.7788149075,10230.769231
46,Unknown,2,463 000,BLOK,wtórny,Bemowo,0,6.4101375065,10065.217391
94,Unknown,3,1 384 005,APARTAMENTOWIEC,pierwotny,Mokotów,2,5.8556480054,14723.457447
87,Tak,3,940 000,BLOK,wtórny,Wola,0,3.2090392067,10804.597701
37,Tak,2,430 000,BLOK,wtórny,Mokotów,7,5.9981938358,11621.621622
50,Tak,2,599 000,APARTAMENTOWIEC,wtórny,Wola,,3.2404699156,11980
101,Tak,5,799 000,OTHER,wtórny,Wawer,1,9.7480466798,7910.8910891
54,Nie,2,690 000,APARTAMENTOWIEC,pierwotny,Śródmieście,8,1.7966276552,12777.777778
102,Tak,3,790 000,APARTAMENTOWIEC,wtórny,Praga_Południe,3,5.9496304546,7745.0980392
49,Nie,2,481 000,BLOK,wtórny,Mokotów,0,4.1133354002,9816.3265306
47,Nie,3,477 500,BLOK,wtórny,Mokotów,2,3.3905441527,10159.574468
76,Nie,3,950 000,KAMIENICA,wtórny,Mokotów,2,3.7013271112,12500
60,Tak,2,600 000,BLOK,wtórny,Ursynów,0,10.653209899,10000
33,Tak,1,550 000,KAMIENICA,wtórny,Śródmieście,6,1.2723632339,16666.666667
98,Tak,4,1 460 200,KAMIENICA,wtórny,Śródmieście,4,1.0203187983,14900
52,Tak,2,790 000,APARTAMENTOWIEC,wtórny,Mokotów,3,3.1436822209,15192.307692
82,Tak,4,1 499 000,APARTAMENTOWIEC,wtórny,Śródmieście,6,1.728800259,18280.487805
70,Unknown,3,660 000,KAMIENICA,wtórny,Mokotów,2,3.7280998031,9428.5714286
36,Nie,2,389 000,BLOK,wtórny,Bielany,2,6.77183051,10805.555556
37,Tak,2,366 900,BLOK,wtórny,Praga_Północ,6,4.7207650209,9916.2162162
35,Unknown,2,318 600,APARTAMENTOWIEC,pierwotny,Wilanów,,9.9738531128,9102.8571429
35,Nie,2,326 300,APARTAMENTOWIEC,pierwotny,Wilanów,2,9.9738531128,9322.8571429
74,Tak,3,740 000,BLOK,wtórny,Wola,11,3.0965469384,10000
149,Nie,4,2 000 000,APARTAMENTOWIEC,pierwotny,Bielany,0,8.5187938579,13422.818792
124,Nie,4,1 373 900,BLOK,wtórny,Śródmieście,2,2.4967599562,11079.83871
46,Nie,2,440 000,KAMIENICA,wtórny,Wola,3,2.2832756982,9565.2173913
75,Tak,3,944 000,APARTAMENTOWIEC,wtórny,Wilanów,1,9.4270809372,12586.666667
45,Unknown,2,299 000,OTHER,wtórny,Białołęka,8,13.49003064,6644.4444444
34,Unknown,2,438 000,OTHER,wtórny,Mokotów,,4.2622999124,12882.352941
66,Nie,4,527 100,APARTAMENTOWIEC,pierwotny,Wilanów,0,9.9738531128,7986.3636364
147,Tak,4,1 650 000,APARTAMENTOWIEC,wtórny,Mokotów,1,7.062874225,11224.489796
41,Tak,2,559 900,BLOK,wtórny,Śródmieście,5,1.0203187983,13656.097561
45,Nie,2,597 960,KAMIENICA,pierwotny,Śródmieście,6,2.3652525854,13288
37,Unknown,1,350 000,BLOK,wtórny,Śródmieście,0,2.1476705896,9459.4594595
145,Tak,5,899 000,BLOK,wtórny,Białołęka,3,10.280406434,6200
75,Unknown,4,499 000,BLOK,wtórny,Białołęka,0,11.440858263,6653.3333333
49,Tak,2,459 000,KAMIENICA,wtórny,Śródmieście,2,2.1226628395,9367.3469388
71,Nie,2,839 000,KAMIENICA,wtórny,Śródmieście,3,1.9467202386,11816.901408
40,Nie,2,470 000,BLOK,wtórny,Śródmieście,2,0.7451736092,11750
47,Tak,3,529 000,KAMIENICA,wtórny,Śródmieście,4,2.2173476731,11255.319149
27,Unknown,1,340 000,OTHER,pierwotny,Wola,,3.3790795519,12592.592593
76,Unknown,4,680 000,OTHER,pierwotny,Wola,,3.3297773621,8947.3684211
85,Unknown,4,740 000,OTHER,pierwotny,Wola,,3.3382546894,8705.8823529
95,Unknown,4,980 000,OTHER,wtórny,Wola,,3.3327167205,10315.789474
21,Tak,1,264 990,BLOK,wtórny,Śródmieście,0,8.8210866141,12618.571429
31,Unknown,1,369 000,APARTAMENTOWIEC,pierwotny,Wilanów,,9.5022341539,11903.225806
50,Tak,2,645 000,BLOK,wtórny,Bielany,5,7.8567556035,12900
19,Unknown,1,325 000,BLOK,wtórny,Śródmieście,1,0.5841349434,17105.263158
37,Tak,2,618 000,APARTAMENTOWIEC,wtórny,Śródmieście,11,0.4576639984,16702.702703
47,Tak,3,390 000,BLOK,wtórny,Targówek,6,5.428611892,8297.8723404
43,Nie,2,355 340,APARTAMENTOWIEC,pierwotny,Wawer,0,9.1450307688,8263.7209302
101,Tak,5,1 335 000,KAMIENICA,wtórny,Śródmieście,6,0.9961115731,13217.821782
31,Nie,1,349 170,BLOK,pierwotny,Mokotów,3,3.8898860331,11263.548387
255,Nie,5,6 376 250,KAMIENICA,pierwotny,Śródmieście,7,1.0203187983,25004.901961
32,Nie,1,302 000,BLOK,pierwotny,Bemowo,5,6.4101375065,9437.5
71,Nie,4,619 900,BLOK,pierwotny,Wola,8,3.5619808081,8730.9859155
87,Tak,4,525 000,OTHER,wtórny,Wesoła,0,16.33705744,6034.4827586
57,Nie,3,400 700,BLOK,pierwotny,Białołęka,0,10.756136141,7029.8245614
81,Tak,3,699 000,APARTAMENTOWIEC,wtórny,Ursus,4,8.1735142296,8629.6296296
40,Nie,2,389 000,KAMIENICA,wtórny,Ochota,0,2.8849026247,9725
30,Nie,2,254 063,BLOK,pierwotny,Białołęka,2,10.756136141,8468.7666667
49,Tak,3,459 000,BLOK,wtórny,Wola,1,3.4537811378,9367.3469388
75,Nie,4,599 768,APARTAMENTOWIEC,pierwotny,Wawer,3,9.1450307688,7996.9066667
54,Tak,4,529 000,BLOK,wtórny,Bielany,11,5.9230213259,9796.2962963
69,Tak,3,745 000,BLOK,wtórny,Bemowo,6,6.8292202158,10797.101449
40,Unknown,2,420 000,APARTAMENTOWIEC,wtórny,Wola,2,4.5803546462,10500
50,Nie,3,549 000,BLOK,wtórny,Śródmieście,1,2.4300495034,10980
55,Tak,3,429 000,BLOK,wtórny,Białołęka,3,9.5307304412,7800
66,Tak,3,629 000,BLOK,wtórny,Wilanów,7,7.3630463963,9530.3030303
62,Tak,3,650 000,BLOK,wtórny,Bemowo,2,6.627110232,10483.870968
35,Nie,2,379 000,BLOK,wtórny,Praga_Północ,4,3.6540281534,10828.571429
50,Tak,2,470 000,BLOK,wtórny,Bemowo,2,6.747483364,9400
37,Tak,2,420 000,BLOK,wtórny,Białołęka,7,4.4274544755,11351.351351
47,Tak,2,550 000,BLOK,pierwotny,Ochota,0,2.6070130926,11702.12766
60,Tak,3,424 000,APARTAMENTOWIEC,pierwotny,Białołęka,2,12.350593633,7066.6666667
51,Nie,3,536 900,BLOK,pierwotny,Mokotów,0,6.0119263744,10527.45098
19,Tak,1,290 000,KAMIENICA,wtórny,Śródmieście,3,1.3436809443,15263.157895
27,Nie,2,369 000,KAMIENICA,wtórny,Śródmieście,0,1.3734451161,13666.666667
53,Unknown,3,589 000,APARTAMENTOWIEC,wtórny,Ochota,4,3.011848129,11113.207547
60,Tak,3,539 000,BLOK,wtórny,Targówek,3,6.2958607425,8983.3333333
57,Unknown,3,445 000,BLOK,wtórny,Bielany,7,8.1000036868,7807.0175439
46,Tak,2,580 000,KAMIENICA,wtórny,Praga_Północ,2,4.034530125,12608.695652
35,Nie,1,448 573,OTHER,pierwotny,Mokotów,,3.8898860331,12816.371429
48,Tak,3,460 000,BLOK,wtórny,Mokotów,4,4.5344863806,9583.3333333
22,Nie,1,380 000,BLOK,wtórny,Śródmieście,3,1.0203187983,17272.727273
84,Tak,3,885 000,BLOK,wtórny,Wola,2,4.8315752301,10535.714286
31,Nie,2,446 605,APARTAMENTOWIEC,pierwotny,Śródmieście,1,3.0187371641,14406.612903
46,Tak,2,539 350,OTHER,wtórny,Mokotów,4,3.6649803191,11725
62,Unknown,2,519 000,APARTAMENTOWIEC,wtórny,Praga_Południe,11,6.6348999738,8370.9677419
53,Tak,3,405 000,BLOK,wtórny,Targówek,7,5.8550797451,7641.509434
76,Tak,3,675 000,BLOK,wtórny,Praga_Południe,3,5.7507837086,8881.5789474
50,Nie,3,379 000,BLOK,wtórny,Targówek,2,7.4185814471,7580
67,Tak,3,742 000,BLOK,wtórny,Wola,0,3.3140705939,11074.626866
24,Tak,1,329 000,BLOK,wtórny,Wola,6,4.0737426878,13708.333333
60,Nie,4,750 000,OTHER,wtórny,Śródmieście,4,1.6723533273,12500
46,Nie,2,500 000,BLOK,wtórny,Wola,1,3.2090392067,10869.565217
47,Tak,2,545 000,KAMIENICA,wtórny,Mokotów,1,3.8412322048,11595.744681
66,Tak,3,645 000,BLOK,wtórny,Praga_Południe,4,5.66936175,9772.7272727
34,Tak,1,399 500,BLOK,wtórny,Bemowo,4,5.5919777828,11750
48,Tak,2,840 000,APARTAMENTOWIEC,wtórny,Śródmieście,7,0.4423938647,17500
63,Tak,3,553 000,APARTAMENTOWIEC,wtórny,Ursus,2,10.408124218,8777.7777778
53,Unknown,3,450 000,BLOK,wtórny,Bielany,11,6.6749089964,8490.5660377
48,Unknown,3,405 000,BLOK,wtórny,Praga_Południe,4,5.5198397389,8437.5
51,Unknown,3,530 000,BLOK,wtórny,Mokotów,0,5.9556451387,10392.156863
59,Tak,2,749 000,BLOK,wtórny,Wola,3,3.1010247683,12694.915254
36,Tak,2,429 000,APARTAMENTOWIEC,wtórny,Targówek,2,4.744271245,11916.666667
54,Tak,3,619 000,KAMIENICA,wtórny,Praga_Południe,3,0.5043869859,11462.962963
154,Unknown,4,1 490 000,APARTAMENTOWIEC,wtórny,Wilanów,2,9.4775552243,9675.3246753
50,Tak,3,525 000,BLOK,wtórny,Ochota,7,4.8321092807,10500
82,Tak,3,980 000,APARTAMENTOWIEC,wtórny,Ochota,11,1.9761514601,11951.219512
82,Tak,3,1 000 000,BLOK,wtórny,Mokotów,3,6.5112101939,12195.121951
56,Tak,3,549 000,APARTAMENTOWIEC,pierwotny,Wola,2,4.3894824161,9803.5714286
31,Nie,1,285 000,BLOK,wtórny,Mokotów,2,6.8852118297,9193.5483871
54,Nie,3,463 250,BLOK,wtórny,Wola,4,4.4494305623,8578.7037037
82,Tak,4,625 000,BLOK,wtórny,Bemowo,7,6.0094250743,7621.9512195
127,Nie,5,826 000,APARTAMENTOWIEC,pierwotny,Wawer,1,9.1481388289,6503.9370079
40,Tak,2,495 000,BLOK,wtórny,Wola,5,0.7009333104,12375
54,Nie,2,550 000,BLOK,wtórny,Wola,8,1.969859704,10185.185185
66,Nie,3,580 000,BLOK,wtórny,Żoliborz,4,3.89189479,8787.8787879
47,Tak,2,595 000,BLOK,wtórny,Praga_Południe,10,3.2843770941,12659.574468
45,Nie,2,434 420,KAMIENICA,pierwotny,Praga_Północ,3,4.6012513723,9653.7777778
46,Nie,3,445 000,BLOK,wtórny,Ochota,7,3.0752006018,9673.9130435
